date,tweetid,userid,username,text,coords
b'Mon Dec 18 15:31:03 +0000 2017',942779247407566000,869873746559062000,b'Conci',b'@seneca1900 @Adesposto @CarloCalenda Ho visto intervista per intero e non ha detto niente ha difeso Meb con le ungh\xe2\x80\xa6 https://t.co/EqwNke30t4',
b'Mon Dec 18 15:31:08 +0000 2017',942779270476324000,3073775108,b'chiara',b'\xe2\x98\x84P R O M\xe2\x98\x84 @ Sporting Club Sassuolo https://t.co/rg5OLKXd0E',
b'Mon Dec 18 15:31:42 +0000 2017',942779411568496000,192039162,b'Studio Musicale',b'Corsi di #Musica \xf0\x9f\x8e\xbce #Canto \xf0\x9f\x8e\xa4 presso #StudioMusicale in viale Amendola n\xc2\xb0628 a #Modena : 1\xc2\xb0 lezione di prova gratuit\xe2\x80\xa6 https://t.co/I0yGrR4naO',
b'Mon Dec 18 15:32:01 +0000 2017',942779493705502000,1123102842,b'vittoria',"b""Nn mais plus s\xc3\xa9rieusement je devais commander les chevali\xc3\xa8res \xc3\xa0 mon fr\xc3\xa8re pour No\xc3\xabl mais il m'a tjrs pas rep pour l\xe2\x80\xa6 https://t.co/4oN0ML8zhG""",
b'Mon Dec 18 15:33:25 +0000 2017',942779845611794000,869873746559062000,b'Conci',b'@SalamidaFabio I dobloni',
b'Mon Dec 18 15:33:36 +0000 2017',942779889769476000,840945357148311000,b'Derick Angelo David',b'Let\xe2\x80\x99s take a moment to appreciate how Macbook Pro is the best on the market when it comes to\xe2\x80\xa6 https://t.co/cZ8teUjKxx',
b'Mon Dec 18 15:34:52 +0000 2017',942780206942769000,78136344,b'Arianoosh',"b""Sanct'Ambrosius...\nWork in Progress...\n\xf0\x9f\x92\x80https://t.co/ZGo3nyknDl\xf0\x9f\x92\x80\n#arianoosh #artbynoosh #innerbeauty #arts\xe2\x80\xa6 https://t.co/7IzkVox4AK""",
b'Mon Dec 18 15:35:11 +0000 2017',942780286655442000,624456136,b'\xe2\x84\x92',b'MALE https://t.co/Pjj6dnhCsg',
b'Mon Dec 18 15:35:25 +0000 2017',942780347229573000,65077794,b'Malamor',b'@Hazydavey35 Nun se fa!',
b'Mon Dec 18 15:36:27 +0000 2017',942780608530575000,482946056,b'\xf0\x9f\x8e\x84Silvia \xe2\x9b\x84',"b'""Defying the fire reviving within\n\nTime to break through\nYour walls are soaring high\nThey are\xe2\x80\xa6 https://t.co/RxkvFtVFo9'",
b'Mon Dec 18 15:36:35 +0000 2017',942780640726077000,426147398,b'andreapelodigiorgio',b'giusto un aiutino https://t.co/olEqd7VWIY #natale #regali #andreapelodigiorgio #domaniarrivasempre',
b'Mon Dec 18 15:37:00 +0000 2017',942780744442830000,3037822119,b'Iryda',"b'Stavo studiando la trascrizione del DNA nell\'RNA e ho sentito la necessit\xc3\xa0 impellente di googolare ""programmazione\xe2\x80\xa6 https://t.co/TL8zUiir9H'",
b'Mon Dec 18 15:37:19 +0000 2017',942780827028590000,446197074,b'Sandrofiori \xf0\x9f\x8c\xb7',b'@scorpionalfa72 \xf0\x9f\x92\xaa\xf0\x9f\x92\xaa\xf0\x9f\x92\xaa\xf0\x9f\x92\xaa \xf0\x9f\x98\x89',
b'Mon Dec 18 15:37:24 +0000 2017',942780846066536000,4184628208,b'Chiara.',b'\xf0\x9f\x90\xb1\xf0\x9f\x90\xb1 https://t.co/MYgE4s24kj',
b'Mon Dec 18 15:37:25 +0000 2017',942780851422662000,82092767,b'Animamigrante',b'@thygranddad @zerocalcare I midichlorian non sono mai esistiti',
b'Mon Dec 18 15:37:38 +0000 2017',942780904686211000,446197074,b'Sandrofiori \xf0\x9f\x8c\xb7',b'@PiovonoRoseNere Biglietto di sola andata',
b'Mon Dec 18 15:37:41 +0000 2017',942780919676653000,60245345,b'Papi Chulo',b'\xc2\xbfQu\xc3\xa9 pasar\xc3\xa1 el d\xc3\xada que nos volvamos a ver?',
b'Mon Dec 18 15:38:05 +0000 2017',942781018100125000,941796709813899000,b'Edda',b'Debito pubblico ai tempi di Monti: 1961 miliardi di euro. Debito pubblico ai tempi di Renzi-Gentiloni: debito pubbl\xe2\x80\xa6 https://t.co/RBNFn5yBn9',
b'Mon Dec 18 15:38:27 +0000 2017',942781110483812000,3037822119,b'Iryda',b'non vi nego che sono molto delusa dove sono HERCULES ALADDIN MULAN LA BELLA ADDORMENTATA',
b'Mon Dec 18 15:39:19 +0000 2017',942781329195880000,941796709813899000,b'Edda',b'@matteorenzi Debito pubblico ai tempi di Monti: 1961 miliardi di euro. Debito pubblico ai tempi di Renzi-Gentiloni:\xe2\x80\xa6 https://t.co/4s9C5dz7xO',
b'Mon Dec 18 15:39:20 +0000 2017',942781332601544000,215117430,b'Bologna Weather',b'Bologna: 4:36pm: sunset',
b'Mon Dec 18 15:39:40 +0000 2017',942781416835878000,941796709813899000,b'Edda',b'@matteorenzi Debito pubblico ai tempi di Monti: 1961 miliardi di euro. Debito pubblico ai tempi di Renzi-Gentiloni:\xe2\x80\xa6 https://t.co/b8FbOZJrsR',
b'Mon Dec 18 15:39:51 +0000 2017',942781465120698000,446197074,b'Sandrofiori \xf0\x9f\x8c\xb7',b'@noemicamel \xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\xf0\x9f\x98\xb1',
b'Mon Dec 18 15:39:57 +0000 2017',942781486356418000,4184628208,b'Chiara.',b'Adesso voglio sapere perch\xc3\xa9 anche in quel momento hanno sentito la necessit\xc3\xa0 di guardarsi https://t.co/gkdtg2gghK',
b'Mon Dec 18 15:39:57 +0000 2017',942781489430667000,214718753,b'Modena Weather',b'Modena: 4:37pm: sunset',
b'Mon Dec 18 15:40:19 +0000 2017',942781582099742000,65077794,b'Malamor',"b'Salve @UnieuroNews, interessante la pratica di far pagare anticipatamente 1 prodotto che non avete e,una volta chie\xe2\x80\xa6 https://t.co/nVfp31ROPk'",
b'Mon Dec 18 15:40:39 +0000 2017',942781665574780000,715980910118772000,b'Urlatore Fiorentino',b'Triste notizia. Un tragico incidente automobilistico \xc3\xa8 stato fatale per il Senatore toscano Altero #Matteoli. RIP https://t.co/3bQVZvsNDy',
b'Mon Dec 18 15:42:02 +0000 2017',942782013500678000,215117430,b'Bologna Weather',"b'current weather in Bologna: clear sky, 4\xc2\xb0C\n64% humidity, wind 1kmh, pressure 1023mb'",
b'Mon Dec 18 15:42:09 +0000 2017',942782043494248000,482946056,b'\xf0\x9f\x8e\x84Silvia \xe2\x9b\x84',"b'#\xf0\x9f\x98\x8d #\xe2\x9c\xa8 #SimoneSimons #\xf0\x9f\x93\xb7 #Epica \n\xf0\x9f\x94\xb81.12.2017, Estragon, Bologna\xf0\x9f\x94\xb8\n#symphonicmetal #metalgoddess @\xe2\x80\xa6 https://t.co/JYpIHw48IC'",
b'Mon Dec 18 15:42:13 +0000 2017',942782058161688000,376298468,b'RobertoRedSox',"b'Suggerimenti #BolognaQuiz :\nAlcuni \xe2\x80\x9cPoeti\xe2\x80\x9d nel giorno dopo Natale bazzicavano in centro dal Re, e soggiornavano anc\xe2\x80\xa6 https://t.co/qDnII6cjUV'",
b'Mon Dec 18 15:42:40 +0000 2017',942782173333086000,941796709813899000,b'Edda',b'@CNBCJou @PCPadoan @SquawkBoxEurope @ItalyinUK @MEF_GOV @CNBCi Debito pubblico ai tempi di Monti: 1961 miliardi di\xe2\x80\xa6 https://t.co/eznsoHodGb',
b'Mon Dec 18 15:42:52 +0000 2017',942782222356090000,65077794,b'Malamor',"b""@JJ221110 E pure i soldi non li rivedi pi\xc3\xb9 a meno che non chiami un giorno si e l'altro pure.""",
b'Mon Dec 18 15:42:55 +0000 2017',942782236943794000,214718753,b'Modena Weather',"b'current weather in Modena: clear sky, 4\xc2\xb0C\n64% humidity, wind 1kmh, pressure 1023mb'",
b'Mon Dec 18 15:43:19 +0000 2017',942782335774285000,167291360,b'Ponti di parole',"b'17 dicembre 2017 - #BASILICA MINORE #CATTEDRALE \n""Santa Maria del Lauro""\n#VEGLIADELLAPACE #MonsFrancescoSavino\xe2\x80\xa6 https://t.co/on1zQpvKo5'",
b'Mon Dec 18 15:44:13 +0000 2017',942782560937086000,198434105,b'Paolo Giusti',b'La comunicazione nel Fundraising \nSlide n.1 by @IGGIUSTI GSTCommunication  @Acli_nazionali #Slideshow  #prato\xe2\x80\xa6 https://t.co/h40Kmw6dok',
b'Mon Dec 18 15:44:25 +0000 2017',942782614209024000,724968019005464000,b'MisterHolidayBologna',b'Presto #Costa #Crociere arriver\xc3\xa0 su #Amazon. Leggi la notizia al link: https://t.co/dJJbpe0GUJ\xe2\x80\xa6 https://t.co/A5meYZfP5O',
b'Mon Dec 18 15:44:36 +0000 2017',942782658693738000,65077794,b'Malamor',"b'@UnieuroNews L\'assist telefonica, quella che al momento dell\'ordine (venerd\xc3\xac) ""le riaccreditiamo immediatamente"" e\xe2\x80\xa6 https://t.co/1pTTLNNUBd'",
b'Mon Dec 18 15:44:41 +0000 2017',942782678016897000,930090287615107000,b'Muhammad Qayyum',b'@Malala Nice',
b'Mon Dec 18 15:44:50 +0000 2017',942782717695053000,283006215,b'La Mouette',"b'Colors \xc3\xa0 Bologna, Italy https://t.co/rtRhPL688o'",
b'Mon Dec 18 15:44:53 +0000 2017',942782731565625000,283006215,b'La Mouette',"b'Search \xc3\xa0 Bologna, Italy https://t.co/dhkAeKEtVv'",
b'Mon Dec 18 15:44:59 +0000 2017',942782756064563000,372966166,b'Eelle',b'Oggi sono da buttare all\xe2\x80\x99umido senza  nemmeno controllare',
b'Mon Dec 18 15:45:10 +0000 2017',942782802600386000,848036184,b'chiara\xf0\x9f\xa4\xab',b'mancano 5 cazzo di giorni alle vacanze e io devo sorbirmi un\xe2\x80\x99altra interrogazione bast il mio cervello \xc3\xa8 gi\xc3\xa0 in vacanza genteeeee',
b'Mon Dec 18 15:45:41 +0000 2017',942782933160644000,940159632340869000,b'sk boshir \xe2\x99\xaa\xe2\x99\xaa\xe2\x99\xaa\xe2\x99\xaa\xe2\x99\xaa\xe2\x99\xaa\xe2\x99\xaa',b'Those who do politics in Bangladesh are not for the public for their own interests',
b'Mon Dec 18 15:45:45 +0000 2017',942782948234989000,527731761,b'LacCamalow',b'@_Biscot_ Spettacolo padella natura... #damellis #unannofa https://t.co/RDOGbLwnGx',
b'Mon Dec 18 15:45:58 +0000 2017',942783004216365000,322933929,b'elly schlein',b'#corriconme la maratona di firme pi\xc3\xb9 grande del mondo. Firma gli appelli di @amnestyitalia e passa il testimone https://t.co/0HwzQ8xZBn',
b'Mon Dec 18 15:46:00 +0000 2017',942783009517981000,65077794,b'Malamor',b'@UnieuroNews Spiace pi\xc3\xb9 a me che rivorrei i miei 99\xe2\x82\xac indietro. Subito.',
b'Mon Dec 18 15:46:39 +0000 2017',942783172634447000,283006215,b'La Mouette',"b'Lua e la camminata reale \xc3\xa0 Bologna, Italy https://t.co/wc3TetgDM5'",
b'Mon Dec 18 15:47:02 +0000 2017',942783268935602000,153348227,b'Replay \xf0\x9f\x94\x84',"b""E per fortuna che siete uno cei piu importanti giornali economistici d'Italia, pensa se eravate Novella 2000 che ca\xe2\x80\xa6 https://t.co/G8Tjb9kJQE""",
b'Mon Dec 18 15:47:08 +0000 2017',942783294726443000,500881322,b'\xf0\x9f\x87\xaa\xf0\x9f\x87\xba\xe2\x98\x98\xef\xb8\x8fSara\xe2\x98\x98 \xf0\x9f\x87\xaa\xf0\x9f\x87\xba',b'Love a royal recipe! \xf0\x9f\x98\x8a https://t.co/qiEp9T011u',
b'Mon Dec 18 15:47:26 +0000 2017',942783372853686000,617973799,b'fidemvitafateri',b'The lower intermediate group at the top of the slope (the arrow is pointing to a mountain in Austria!). https://t.co/0bMycvH3p9',
b'Mon Dec 18 15:47:45 +0000 2017',942783450435735000,283006215,b'La Mouette',"b'Last time I saw her white \xf0\x9f\x98\x85 \xc3\xa0 Bologna, Italy https://t.co/GaZbY0GY8H'",
b'Mon Dec 18 15:48:05 +0000 2017',942783533541675000,482946056,b'\xf0\x9f\x8e\x84Silvia \xe2\x9b\x84',"b'#\xf0\x9f\x93\xb7 by me\n\xf0\x9f\x94\xb81.12.2017, Bologna\xf0\x9f\x94\xb8\n#SimoneSimons #Epica @ Estragon Club https://t.co/UNMsTRzA6S'",
b'Mon Dec 18 15:48:11 +0000 2017',942783561349910000,3289902315,b'\xf0\x9f\xa6\x8bHrista\xf0\x9f\xa6\x8b',"b'Jonghyun grazie di tutto, hai fatto del tuo meglio in tutto questo tempo, hai tenuto duro.ci hai regalato risate, l\xe2\x80\xa6 https://t.co/xT4gia4oQ4'",
b'Mon Dec 18 15:48:45 +0000 2017',942783703012593000,65077794,b'Malamor',b'@marnatv @Torakjkj Troll? Scherzi?',
b'Mon Dec 18 15:48:52 +0000 2017',942783733849051000,419676354,b'eucervo',b'Talvolta riaffiora qualche traccia di buon senso. https://t.co/M2W9eAUb7C',
b'Mon Dec 18 15:49:20 +0000 2017',942783849859346000,500881322,b'\xf0\x9f\x87\xaa\xf0\x9f\x87\xba\xe2\x98\x98\xef\xb8\x8fSara\xe2\x98\x98 \xf0\x9f\x87\xaa\xf0\x9f\x87\xba',"b""@fiamma1990 Di solito \xc3\xa8 un pranzo, qui c'\xc3\xa8 scritto che questi dolci sono per un ricevimento per beneficenza \xf0\x9f\x98\x8a""",
b'Mon Dec 18 15:50:38 +0000 2017',942784175647723000,510256540,b'Daniele Emiliani',b'#Israel #HolyLand #HolyBible #David #Boy #Hannukah https://t.co/T0U4Q4HY94',
b'Mon Dec 18 15:51:22 +0000 2017',942784359433691000,65077794,b'Malamor',"b'@adiafora_ Senti, posso fare lo screen e mandarlo a marito? Lui non si vanta, per carit\xc3\xa0, ma usa questo cosa scusa\xe2\x80\xa6 https://t.co/wWkrxyjr05'",
b'Mon Dec 18 15:51:28 +0000 2017',942784385509666000,869873746559062000,b'Conci',b'@VIOLAMARTELLA46 @francescoge07 @meb @lauraboldrini Sbava per i biscotti ma non \xc3\xa8  invidioso',
b'Mon Dec 18 15:51:33 +0000 2017',942784409526292000,482946056,b'\xf0\x9f\x8e\x84Silvia \xe2\x9b\x84',"b'#\xf0\x9f\x92\x9b #\xf0\x9f\x8e\xa4 #SimoneSimons #Epica \n#\xf0\x9f\x93\xb7 by me \n\xf0\x9f\x94\xb8 1.12.2017, Bologna \xf0\x9f\x94\xb8 @ Estragon Club https://t.co/e0v4fpiunf'",
b'Mon Dec 18 15:51:52 +0000 2017',942784488668647000,59309965,b'\xf0\x9f\x92\x8eKhaleesi\xe3\x80\x82',"b'Considering that Jonghyun often said he was lonely, maybe everyone could take this tragedy and turn it into a life\xe2\x80\xa6 https://t.co/30PmTRtQof'",
b'Mon Dec 18 15:51:57 +0000 2017',942784507920429000,228176071,b'SorLuca',b'Freezing but sunny. Even managed to dry washing outside today. https://t.co/Rs5UwGy5z3',
b'Mon Dec 18 15:52:51 +0000 2017',942784735520096000,418868209,b'Lanfranco Fradici',"b'Aldil\xc3\xa0 delle speculazioni politiche della  Belfiore e della Meloni, questa stravagante e pericolosa proposta, del n\xe2\x80\xa6 https://t.co/sIkCPWNwY1'",
b'Mon Dec 18 15:53:07 +0000 2017',942784801370787000,3653486301,b'Patrizia Miani',b'@ClaudeFalardeau Thank you\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb Have a nice day!',
b'Mon Dec 18 15:53:38 +0000 2017',942784929968082000,2327312221,b'elena \xe2\x97\x9f\xcc\xbd\xe2\x97\x9e\xcc\xbd #TeamLouis',b'lmao this is so funny djdjsj https://t.co/DzpO1n739V',
b'Mon Dec 18 15:53:59 +0000 2017',942785019214315000,482946056,b'\xf0\x9f\x8e\x84Silvia \xe2\x9b\x84',"b'\xf0\x9f\x94\xb81.12.2017, Estragon, Bologna\xf0\x9f\x94\xb8\n#SimoneSimons #Epica \n#\xf0\x9f\x93\xb7  by me @ Estragon Club https://t.co/VZWewwPsy9'",
b'Mon Dec 18 15:54:49 +0000 2017',942785228543811000,836635526505578000,b'unescoEARTH',"b'The mysterious world of mining, minerals and landscape in Tuscan Mining UNESCO Global Geopark \xf0\x9f\x87\xae\xf0\x9f\x87\xb9\n#GeoparkOfTheDay\xe2\x80\xa6 https://t.co/fOhI7rX3wt'",
b'Mon Dec 18 15:55:16 +0000 2017',942785342880538000,59309965,b'\xf0\x9f\x92\x8eKhaleesi\xe3\x80\x82',"b'Maybe having someone by his side could\xe2\x80\x99ve bought Jonghyun some time, maybe not. Maybe he did have someone but could\xe2\x80\xa6 https://t.co/X7C2FxHq2r'",
b'Mon Dec 18 15:55:41 +0000 2017',942785449122254000,510256540,b'Daniele Emiliani',b'#Jesus #Pontifex #Virgin #VaticanCity #VaticanState #Little #Justice https://t.co/rg0l73YaJ9',
b'Mon Dec 18 15:55:45 +0000 2017',942785462753689000,2215497824,b'Ravenna Tourism',"b'Questo \xc3\xa8 Palazzo Rasponi Murat, uno degli edifici della citt\xc3\xa0 protagonista dalla rassegna di video mapping\xe2\x80\xa6 https://t.co/1alIs9ak0A'",
b'Mon Dec 18 15:55:48 +0000 2017',942785476544606000,758737897,b'Zebio Firmato Cotal',"b""Certo non si sono fatti crescere l' erba sotto i piedi.\nNeanche entrata in vigore la legge sul testamento biologico\xe2\x80\xa6 https://t.co/PCZx1FMjDH""",
b'Mon Dec 18 15:56:06 +0000 2017',942785554504175000,59309965,b'\xf0\x9f\x92\x8eKhaleesi\xe3\x80\x82',b'Stop acting like you own them.',
b'Mon Dec 18 15:56:16 +0000 2017',942785595453198000,597788490,b'Atilla',b'@nikibrl Sipas psikologjis\xc3\xab... FACTS ONLY \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbc',
b'Mon Dec 18 15:57:40 +0000 2017',942785945136484000,244659246,b'L\xf0\x9f\x91\x80ca',"b'So che dopo i primi cinque giorni me ne pentir\xc3\xb2, ma un po\xe2\x80\x99 non vedo l\xe2\x80\x99ora di tornare momentaneamente nel mio paesel\xe2\x80\xa6 https://t.co/jmVyAHFGT9'",
b'Mon Dec 18 15:58:38 +0000 2017',942786191971291000,153348227,b'Replay \xf0\x9f\x94\x84',b'Grazie per tutto',
b'Mon Dec 18 15:58:39 +0000 2017',942786194705960000,758737897,b'Zebio Firmato Cotal',b'@GiustiVincenzo ma io non ti seguivo gi\xc3\xa0???\nChe caxxo fa Twitter?',
b'Mon Dec 18 16:00:05 +0000 2017',942786555290226000,376298468,b'RobertoRedSox',b'@marisabaretti Questo verr\xc3\xa0 indovinato... diciamo che i campioni erano distratti. \nQuello cattivo cattivo sar\xc3\xa0 pron\xe2\x80\xa6 https://t.co/IdYxreEP42',
b'Mon Dec 18 16:00:05 +0000 2017',942786555500027000,510574592,b'PROFUMOMANIA FOREVER',b'#onemillionprive #priv\xc3\xa8 #pacorabanneonemillion #pacorabanne #onemillion #1million #1millionprive\xe2\x80\xa6 https://t.co/mLIGHxfhBR',
b'Mon Dec 18 16:00:42 +0000 2017',942786708357177000,3303086061,b'Rumiana',b'Mi manchi gi\xc3\xa0 da un po\xe2\x80\x99 \nE da qualche giorno forse troppo...\nAndrew\xe2\x80\xa6 https://t.co/9Suzmg47gc',
b'Mon Dec 18 16:00:59 +0000 2017',942786782499889000,59309965,b'\xf0\x9f\x92\x8eKhaleesi\xe3\x80\x82',"b'This is triggering me so much, because just yesterday I was tweeting about Adam Driver having an anxiety disorder a\xe2\x80\xa6 https://t.co/E7BoDy2MIh'",
b'Mon Dec 18 16:01:18 +0000 2017',942786859666755000,1541464447,b'Homme \xc3\xa0 projets',b'Il ritorno di Paolillo https://t.co/t5lfjfay5i',
b'Mon Dec 18 16:01:31 +0000 2017',942786917812318000,4860095829,b'martina\xf0\x9f\x8c\x88',b'X: delle 5h mi piacciono tutte tranne quella bassa https://t.co/GWMyzv9iKK',
b'Mon Dec 18 16:01:40 +0000 2017',942786953619148000,3653486301,b'Patrizia Miani',b'@r_adreamer @PhenomenonC17 Thank you\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb',
b'Mon Dec 18 16:02:13 +0000 2017',942787091301392000,388314212,b'royal prince',b'@kibadnon For the messenger',
b'Mon Dec 18 16:02:55 +0000 2017',942787267432800000,59309965,b'\xf0\x9f\x92\x8eKhaleesi\xe3\x80\x82',"b'And I don\xe2\x80\x99t even want to get started on what you did to Sungmin, because luckily he SEEMS to be doing okay.'",
b'Mon Dec 18 16:03:17 +0000 2017',942787358742675000,4309361547,b'Fabiana',b'@lorenzojova COMPLIMENTI LOR\xc3\x88! tutto meritato!!! #ohvita \xf0\x9f\x98\x8d\xf0\x9f\xa4\x97\xf0\x9f\x98\x98',
b'Mon Dec 18 16:04:10 +0000 2017',942787583993671000,2460104746,b'Gabriella Bonora',b'@oiarepo @ZiuPaddori @petergomezblog Questione di cu......... cuore',
b'Mon Dec 18 16:04:32 +0000 2017',942787675945422000,59309965,b'\xf0\x9f\x92\x8eKhaleesi\xe3\x80\x82',"b'And like I said... we don\xe2\x80\x99t know why Jonghyun took his own life, but please learn something from this tragedy.'",
b'Mon Dec 18 16:04:50 +0000 2017',942787752021626000,59309965,b'\xf0\x9f\x92\x8eKhaleesi\xe3\x80\x82',b'I need to stop tweeting.',
b'Mon Dec 18 16:05:35 +0000 2017',942787937380560000,869873746559062000,b'Conci',b'@StefanoDeloren1 Mi piace',
b'Mon Dec 18 16:06:02 +0000 2017',942788050429599000,2367040077,b'J\xc3\xb6rg der Krampus',"b'@boblister_poole Brexit can be only hostile, or not exist.'",
b'Mon Dec 18 16:06:08 +0000 2017',942788076887314000,285077253,b'Sophia_\xe2\x99\xa5',"b'Addio caro Jonghyun, che la tua anima possa trovare finalmente il riposo eterno \xe2\x9d\xa4\xef\xb8\x8f https://t.co/4hCX5LLOEq'",
b'Mon Dec 18 16:07:25 +0000 2017',942788401283190000,869873746559062000,b'Conci',b'@democratica_web Ha fatto bene se lo ha fatto Grasso voglio vedere chi dice qualcosa \xc3\xa8 la volta buona che vengo a R\xe2\x80\xa6 https://t.co/mFGIhrGf8q',
b'Mon Dec 18 16:07:48 +0000 2017',942788497005580000,2215497824,b'Ravenna Tourism',b'[#SaveTheDate] Il 19 luglio non \xc3\xa8 poi cos\xc3\xac lontano. David Byrne a #Ravenna: https://t.co/DZXmYahVLD | #Rafestival29\xe2\x80\xa6 https://t.co/3WnCjYwra4',
b'Mon Dec 18 16:08:22 +0000 2017',942788639062396000,869873746559062000,b'Conci',b'@ElPiotta Non ti rispondo ti blocco',
b'Mon Dec 18 16:09:23 +0000 2017',942788896848515000,2878536875,b'BENIAMINO BALEOTTI',"b""Per me il #Natale inizia quando in cucina si preparano i #tortellini.\xf0\x9f\x98\x8b Quando l'aroma della #mortadella incontra qu\xe2\x80\xa6 https://t.co/OypLH9hsAY""",
b'Mon Dec 18 16:09:28 +0000 2017',942788917564239000,2510643271,b'Shadi',b'@LittleMix 3refto? @TarrafRami',
b'Mon Dec 18 16:09:46 +0000 2017',942788993275572000,1648145288,b'Mauro Colombo',"b'@UAAR_it Il rischio non sarebbe di creare forme alternative (e in conflitto) di giustizia, cui si rivolgerebbero gr\xe2\x80\xa6 https://t.co/6wjMCKOXrc'",
b'Mon Dec 18 16:09:56 +0000 2017',942789035134783000,758737897,b'Zebio Firmato Cotal',"b'Come scopino da cesso, mi sembra grandini...\nEntrer\xc3\xa0 in bagno? https://t.co/geSZ7z1Ry2'",
b'Mon Dec 18 16:10:21 +0000 2017',942789137135960000,869873746559062000,b'Conci',b'@Mariettatidei Domani dice di no',
b'Mon Dec 18 16:10:46 +0000 2017',942789242169696000,215117430,b'Bologna Weather',b'temperature down 4\xc2\xb0C -&gt; 3\xc2\xb0C\nhumidity up 64% -&gt; 74%',
b'Mon Dec 18 16:10:50 +0000 2017',942789260469514000,65077794,b'Malamor',b'@humarius @adiafora_ @laila_kleis Taxi',
b'Mon Dec 18 16:10:53 +0000 2017',942789273811587000,906997707151159000,b'Mauri',"b'@LegaNordPadania \xc3\x88 il modo giusto: to do list, firma programma, presentazione all\xe2\x80\x99elettorato, voto, vittoria cdx, e\xe2\x80\xa6 https://t.co/jgxT8iWdwS'",
b'Mon Dec 18 16:11:07 +0000 2017',942789333416861000,869873746559062000,b'Conci',b'@ERTIGRE2 @discordoconme @psikonerd @luigipellicioli @mariposa034 @magistro42 @Prolassata @SSegnala @Wu_Ming_Foundt\xe2\x80\xa6 https://t.co/GdbPV94wJX',
b'Mon Dec 18 16:11:20 +0000 2017',942789385891741000,702416443195969000,b'\xe2\xad\x90FABY #MATW \xe2\xad\x90\xf0\x9f\x90\xba',"b""@GerHDFanPage @HeffronDrive @dbeltwrites I hope you're fine soon \xf0\x9f\x98\x98\xf0\x9f\x98\x98""",
b'Mon Dec 18 16:11:30 +0000 2017',942789428220710000,533123810,b'\xe2\x88\x86ng',"b'\xe2\x80\xa2 @ Modena, Italy https://t.co/gzxMufmupZ'",
b'Mon Dec 18 16:11:38 +0000 2017',942789463633260000,1648145288,b'Mauro Colombo',"b'@UAAR_it Possono esistere forme moderate di applicazione di norme religiose, contenute in testi che i credenti ritengono sacre?'",
b'Mon Dec 18 16:12:28 +0000 2017',942789672220221000,2582608146,b'Cristiano Greco',b'#keysi Lezione Privata @CrisGreco72 @ CENTRO FITNESS FREELINE https://t.co/xQ1NgTI5FB',
b'Mon Dec 18 16:12:39 +0000 2017',942789717443170000,3363707200,b'\xe2\x84\xb3anu \xe2\x84\x90s \xe1\x83\xa6',b'Only I can change my life. No one can do it for me \xf0\x9f\x99\x8c  #carolburnett',
b'Mon Dec 18 16:13:00 +0000 2017',942789805687037000,214718753,b'Modena Weather',b'at 4:55pm:\ntemperature down 4\xc2\xb0C -&gt; 3\xc2\xb0C\nhumidity up 64% -&gt; 74%',
b'Mon Dec 18 16:13:16 +0000 2017',942789871550238000,816288175198969000,"b'carlotta,;\xf0\x9f\x90\x9e'",b'proteggetelo da tutto il mondo https://t.co/kLRMse34I4',
b'Mon Dec 18 16:13:21 +0000 2017',942789893436174000,65077794,b'Malamor',"b'\xc3\x88 appena arrivata la lieta novella :\n""il 25 siamo a pranzo da zia"". https://t.co/CcdDLA18VY'",
b'Mon Dec 18 16:13:42 +0000 2017',942789983345303000,405002137,b'Giulia',b'Dalle 9 di questa mattina ad ora ho fatto 606 passi.. https://t.co/GlDBTPuGB3',
b'Mon Dec 18 16:14:04 +0000 2017',942790072071606000,1648145288,b'Mauro Colombo',"b'@UAAR_it Non \xc3\xa8 gi\xc3\xa0 possibile seguire le prescrizioni della propria religione ""within limits"", rappresentati dalle leggi dello stato?'",
b'Mon Dec 18 16:14:48 +0000 2017',942790257455575000,3168904809,b'Pasquino',"b'@maci_massimo @RiccardoDeias @repubblica Certo che non \xc3\xa8 colpa del M5s non c\xe2\x80\x99era,il problema \xc3\xa8 che il M5s non serve\xe2\x80\xa6 https://t.co/miDotY3wE8'",
b'Mon Dec 18 16:15:13 +0000 2017',942790365224071000,60245345,b'Papi Chulo',b'@AlexiaLizC  https://t.co/wyNWtf7NWw',
b'Mon Dec 18 16:15:16 +0000 2017',942790377190211000,418176545,b'Natascia',b'Foto appena pubblicata @ Roseo Euroterme Wellness Resort https://t.co/Ycr25MLscD',
